MISSION_ELAPSED_TIME,RX,RY,RZ,VX,VY,VZ,MASS,WPSA,Link_Budget_WPSADS54,DS54,Link_Budget_DS54,DS24,Link_Budget_DS24,DS34,Link_Budget_DS34
0,4129.30402233576,4084.12871265729,2944.15681974079,-0.308,0.269,0.0007,60129.73972,1,1250711.022,0,,0,,0,
8.236480545,2002.95942111299,4884.86706737598,3815.00311081936,-7.47,2.14,2.89,60129.73972,0,,0,,0,,0,
9.236480545,2178.90189607735,5152.87573841819,3541.34334956804,-7.65,1.72,2.57,60129.73972,0,,1,900490.9546,0,,0,
10.23648055,1310.90776755049,5208.9155814218,4049.42705222467,-7.79,1.31,2.24,60129.73972,0,,1,900490.9546,0,,0,
11.23648055,1113.01127189796,4926.07480437162,3988.22673407886,-7.88,0.888,1.91,60129.73972,0,,1,900490.9546,0,,0,
12.23648055,481.131835269213,5009.33609517751,4222.44900446369,-7.94,0.475,1.57,60129.73972,0,,1,900490.9546,0,,0,
13.23648055,175.396083709932,5213.81579003634,4306.43509679162,-7.96,0.0692,1.24,60129.73972,0,,1,900490.9546,0,,0,
14.23648055,-484.592026260671,5450.26985409726,4437.09393814383,-7.94,-0.328,0.905,60129.73972,0,,1,900490.9546,0,,0,
15.23648055,-997.717739948417,5415.3041583205,4271.29131134793,-7.88,-0.715,0.575,60129.73972,0,,1,900490.9546,0,,0,
16.23648055,-1409.40230270829,5179.53286122308,4682.77156557653,-7.79,-1.09,0.25,60129.73972,0,,1,900490.9546,0,,0,
17.23648055,-1918.14558321767,4778.65739006607,3970.79812720359,-7.68,-1.45,-0.0673,60129.73972,0,,1,900490.9546,0,,0,
18.23648055,-2133.27585340289,4449.94287542419,4764.92825140612,-7.53,-1.79,-0.376,60129.73972,0,,1,900490.9546,0,,0,
19.23648055,-2796.40187975095,4734.47884034854,4734.90960156521,-7.35,-2.12,-0.676,60129.73972,0,,1,900490.9546,0,,0,
20.23648055,-3496.28391671564,4637.84598391169,4282.05690835175,-7.16,-2.43,-0.965,60129.73972,0,,1,900490.9546,0,,0,
21.23648055,-3453.50482992548,4533.15813920829,4295.947963362,-6.93,-2.73,-1.24,60129.73972,0,,1,900490.9546,0,,0,
22.23648055,-3970.641110025,4223.90259580112,4473.83077951803,-6.69,-3,-1.51,60129.73972,0,,0,,0,,0,
23.23648055,-4245.71660261924,4273.9242121758,4260.5213628811,-6.43,-3.26,-1.76,60129.73972,0,,0,,0,,0,
24.23648055,-4697.33409940728,3945.56362079002,4009.89307913944,-6.16,-3.5,-2,60129.73972,0,,0,,0,,0,
25.23648055,-5200.93628605076,3956.57332754049,4240.13122290685,-5.87,-3.72,-2.23,60129.73972,0,,0,,0,,0,
26.23648055,-5669.18475461099,3719.27071912511,3705.71816332985,-5.57,-3.93,-2.44,60129.73972,0,,0,,0,,0,
27.23648055,-5488.55678261852,3206.28127957463,3509.10102545534,-5.26,-4.11,-2.64,60129.73972,0,,0,,0,,0,
28.23648055,-6083.70013472327,3020.85028551839,3391.07174426789,-4.93,-4.28,-2.83,60129.73972,0,,0,,0,,0,
29.23648055,-6351.11336101002,2767.59978082555,3515.54314207483,-4.6,-4.43,-3.01,60129.73972,0,,0,,0,,0,
30.23648055,-6706.44648299136,2425.81494677177,2735.45520678313,-4.27,-4.56,-3.17,60129.73972,0,,0,,0,,0,
31.23648055,-6925.54735292161,2415.94580518271,2608.72219479915,-3.93,-4.68,-3.31,60129.73972,0,,0,,0,,0,
32.23648055,-7221.56106316321,1879.06969514755,2389.70260948509,-3.58,-4.78,-3.45,60129.73972,0,,0,,0,,0,
33.23648055,-7474.60815283967,1677.19820053866,2294.9483248464,-3.23,-4.86,-3.57,60129.73972,0,,0,,0,,0,
34.23648055,-7789.90560266436,989.497189887357,2270.77297129195,-2.88,-4.93,-3.68,60129.73972,0,,0,,0,,0,
35.23648055,-7813.41608650705,903.131951633249,1609.78622132578,-2.53,-4.99,-3.78,60129.73972,0,,0,,0,,0,
36.23648055,-8061.99931879453,1020.92307751419,1698.35820322829,-2.18,-5.03,-3.86,60129.73972,0,,0,,0,,0,
37.23648055,-7676.03974161463,361.275862113698,1722.40278177605,-1.83,-5.06,-3.94,60129.73972,0,,0,,0,,0,
38.23648055,-8160.38725584071,85.1088829543932,1321.22753300454,-1.48,-5.07,-4,60129.73972,0,,0,,0,,0,
39.23648055,-8114.94072294182,-165.312359589891,1028.47594703295,-1.13,-5.07,-4.05,60129.73972,0,,0,,0,,0,
40.23648055,-8080.82183946993,-286.255734247573,872.177548825443,-0.782,-5.05,-4.09,60129.73972,0,,0,,0,,0,
41.23648055,-8564.99846455344,-806.362465294375,855.572025990589,-0.439,-5.03,-4.12,60129.73972,0,,0,,0,,0,
42.23648055,-8237.10645978788,-894.072646314267,553.0219431141,-0.0996,-4.99,-4.14,60129.73972,0,,0,,0,,0,
43.23648055,-8572.71681219962,-1477.346219874,34.6950583568355,0.236,-4.94,-4.15,60129.73972,0,,0,,0,,0,
44.23648055,-8370.04433376696,-1644.51603249384,-43.0103748188888,0.568,-4.88,-4.14,60129.73972,0,,0,,0,,0,
45.23648055,-8143.31142567937,-1983.70307850178,-355.240701870879,0.894,-4.81,-4.13,60129.73972,0,,0,,0,,0,
46.23648055,-8298.40445210926,-2520.81488996564,-743.027855090611,1.22,-4.73,-4.11,60129.73972,0,,0,,0,,0,
47.23648055,-8296.6106440353,-2269.51161440781,-737.228359453633,1.53,-4.63,-4.08,60129.73972,0,,0,,0,,0,
48.23648055,-7828.58060413914,-2918.47698101731,-1339.54489612047,1.84,-4.53,-4.04,60129.73972,0,,0,,0,,0,
48.63913203,-7580.30008941799,-2644.129527627,-1303.24857863804,1.98,-4.52,-4.05,59529.04604,0,,0,,0,,0,
49.63913203,-8035.77345037828,-3421.94769156975,-1408.71354761981,2.28,-4.4,-4,59529.04604,0,,0,,0,,0,
50.63913203,-7730.19864840887,-3592.53280624611,-1703.29433381022,2.57,-4.28,-3.94,59529.04604,0,,0,,0,,0,
51.63913203,-7633.98996991613,-3555.09137002133,-1874.10185328399,2.86,-4.14,-3.87,59529.04604,0,,0,,0,,0,
52.63913203,-7480.90306613177,-4030.33806008213,-2075.9460759206,3.14,-4,-3.79,59529.04604,0,,0,,0,,0,
53.63913203,-7256.49050255902,-4314.58628803281,-2381.30488878328,3.41,-3.85,-3.7,59529.04604,0,,0,,0,,0,
54.63913203,-6838.24274394234,-4461.91985808036,-2464.65886155812,3.67,-3.68,-3.61,59529.04604,0,,0,,0,,0,
55.63913203,-6486.97902685957,-4444.4330537233,-2719.42988596274,3.93,-3.52,-3.5,59529.04604,0,,0,,0,,0,
56.63913203,-6286.45879975245,-5039.51278690812,-3300.97591760233,4.18,-3.34,-3.39,59529.04604,0,,0,,0,,0,
57.63913203,-5959.23830892064,-4929.77659029655,-3439.49732042999,4.41,-3.15,-3.27,59529.04604,0,,0,,0,,0,
58.63913203,-6179.51995225582,-5606.62009259358,-3565.07998635249,4.64,-2.96,-3.15,59529.04604,0,,0,,0,,0,
59.63913203,-6018.605985558,-5617.3971633842,-3323.63489899589,4.86,-2.76,-3.01,59529.04604,0,,0,,0,,0,
60.63913203,-5593.71388009504,-5589.83795532181,-3860.46658591108,5.07,-2.56,-2.87,59529.04604,0,,0,,0,,0,
61.63913203,-4962.70364496744,-5372.34531513744,-3858.85903801185,5.26,-2.34,-2.72,59529.04604,0,,0,,0,,0,
62.63913203,-4668.42473074878,-5896.49256804484,-4424.23644893297,5.45,-2.12,-2.57,59529.04604,0,,0,,0,,1,609351.6513
63.63913203,-4616.57051236191,-5872.05521894567,-4104.5641888703,5.62,-1.9,-2.4,59529.04604,0,,0,,0,,1,609351.6513
64.63913203,-3744.56864984178,-6140.48227464652,-4295.45379417443,5.79,-1.67,-2.24,59529.04604,0,,0,,0,,1,609351.6513
65.63913203,-3269.67568607797,-6066.02151671758,-4484.27308013695,5.94,-1.43,-2.06,59529.04604,0,,0,,0,,1,609351.6513
66.63913203,-3053.38811343342,-6152.62595561795,-4614.65144820345,6.08,-1.18,-1.88,59529.04604,0,,0,,0,,1,609351.6513
67.63913203,-3173.85302772959,-6498.50664566842,-4796.54146163207,6.2,-0.936,-1.69,59529.04604,0,,0,,0,,1,609351.6513
68.63913203,-2614.13125337606,-6049.22377905327,-4646.92299711496,6.31,-0.682,-1.49,59529.04604,0,,0,,0,,1,609351.6513
69.63913203,-2072.86062962377,-6344.05530145226,-4920.63033913713,6.41,-0.424,-1.29,59529.04604,0,,0,,0,,1,609351.6513
70.63913203,-1531.08380491521,-6312.76311781595,-5286.93506681432,6.49,-0.161,-1.08,59529.04604,0,,0,,0,,1,609351.6513
71.63913203,-1485.76035746473,-6428.86053000687,-5116.66580275396,6.56,0.105,-0.872,59529.04604,0,,0,,0,,1,609351.6513
72.63913203,-1107.52201792408,-6325.00139274386,-4680.76132556036,6.61,0.376,-0.655,59529.04604,0,,0,,0,,1,609351.6513
73.63913203,-386.103868750636,-6232.66543087735,-5071.06897408315,6.64,0.649,-0.432,59529.04604,0,,0,,0,,1,609351.6513
74.63913203,141.674314134601,-6269.98060951249,-5032.00303674093,6.66,0.925,-0.205,59529.04604,0,,0,,0,,1,609351.6513
75.63913203,414.195604352983,-6434.55420047865,-5404.38600052146,6.66,1.2,0.027,59529.04604,0,,0,,0,,1,609351.6513
76.63913203,274.103418081603,-6270.4769881962,-4969.64190281907,6.65,1.48,0.263,59529.04604,0,,0,,0,,1,609351.6513
77.63913203,625.79108882384,-6206.26211335624,-5296.95564691977,6.61,1.76,0.502,59529.04604,0,,0,,0,,1,609351.6513
78.63913203,1163.016019648,-5793.17706988079,-5019.97197769808,6.55,2.05,0.745,59529.04604,0,,0,,0,,1,609351.6513
79.63913203,2086.75354534634,-5982.12466182936,-5233.56372570775,6.48,2.33,0.99,59529.04604,0,,0,,0,,1,609351.6513
80.63913203,2393.61350986064,-5862.2357179069,-4782.81993294022,6.38,2.61,1.24,59529.04604,0,,0,,0,,1,609351.6513
81.63913203,2352.06999671643,-5762.89437459557,-5176.02898021547,6.27,2.88,1.49,59529.04604,0,,0,,0,,0,
82.63913203,3189.37619444898,-5687.78543808026,-4909.34704685231,6.13,3.16,1.74,59529.04604,0,,0,,0,,0,
83.63913203,3389.35373408793,-4872.80789413511,-4640.12647691168,5.97,3.43,1.99,59529.04604,0,,0,,0,,0,
84.63913203,3197.25507117658,-4770.5009685273,-4444.63431091361,5.78,3.7,2.24,59529.04604,0,,0,,0,,0,
85.63913203,4172.49270871154,-4562.13818590007,-4686.30867955673,5.57,3.96,2.48,59529.04604,0,,0,,0,,0,
86.63913203,4151.52334449703,-4330.52515933885,-4358.95974110329,5.34,4.21,2.73,59529.04604,0,,0,,0,,0,
87.63913203,4715.28425419657,-4070.99425793893,-3951.07477950131,5.09,4.46,2.97,59529.04604,0,,0,,0,,0,
88.63913203,4917.24161558532,-3884.84554865191,-3986.00650661468,4.81,4.69,3.21,59529.04604,0,,0,,0,,0,
89.63913203,5144.20050708214,-3618.14229857077,-3778.57716036707,4.51,4.92,3.44,59529.04604,0,,0,,0,,0,
90.63913203,5418.77147817111,-3272.19100024634,-3674.91541501947,4.18,5.13,3.66,59529.04604,0,,0,,0,,0,
91.63913203,5677.04693227935,-2635.88368764844,-3367.90122310198,3.83,5.33,3.88,59529.04604,0,,0,,0,,0,
92.63913203,5924.27467686063,-2929.52815613785,-3069.55936172536,3.45,5.51,4.08,59529.04604,0,,0,,0,,0,
93.63913203,6218.19186323555,-2100.32236250338,-2592.17313720601,3.06,5.67,4.28,59529.04604,0,,0,,0,,0,
94.63913203,6237.09390538303,-2196.85975989506,-2505.04876850125,2.64,5.82,4.46,59529.04604,0,,0,,0,,0,
95.63913203,6318.07803932365,-1847.23973342581,-2325.6646713496,2.2,5.94,4.63,59529.04604,0,,0,,0,,0,
96.63913203,6184.21455103623,-891.019787203468,-2022.228815242,1.74,6.04,4.78,59529.04604,0,,0,,0,,0,
97.63913203,6685.85700737443,-512.236003506773,-1746.18150948907,1.26,6.12,4.91,59529.04604,0,,0,,0,,0,
98.63913203,6397.61700813878,-568.951205596608,-1303.45865633115,0.771,6.17,5.03,59529.04604,0,,0,,0,,0,
99.63913203,6344.81489242622,-320.738784527004,-1039.09020633046,0.266,6.2,5.12,59529.04604,0,,0,,0,,0,
100.1082326,6886.72919632305,84.7454908866732,-1268.94223459972,0.0246,6.2,5.16,59454.07604,0,,0,,0,,0,
101.1082326,6898.83452759185,384.591367462364,-472.393914145672,-0.552,6.26,5.29,57996.93593,0,,0,,0,,0,
102.1082326,6948.75741907189,457.918636247544,-501.427192169915,-1.14,6.28,5.4,56539.79583,0,,0,,0,,0,
103.1082326,6212.41780309899,787.947876899331,-51.9461632809542,-1.72,6.28,5.48,55082.65572,0,,0,,1,706054.9419,0,
104.1082326,6275.89853335676,1469.35511674734,387.542770421692,-2.31,6.25,5.54,53625.51561,0,,0,,1,706054.9419,0,
105.1082326,6196.56645540877,1671.45371425738,958.989760785268,-2.89,6.19,5.57,52168.3755,0,,0,,1,706054.9419,0,
106.1082326,5923.91645915048,1910.6089140211,1073.68430742784,-3.47,6.1,5.58,50711.23539,0,,0,,1,706054.9419,0,
107.1082326,5743.8718525782,2898.18765936145,1402.66899233501,-4.03,5.98,5.56,49254.09528,1,294.2913509,0,,1,706054.9419,0,
108.1082326,5680.49769914999,2935.93673347631,1715.61057016453,-4.57,5.83,5.52,47796.95517,1,294.2913509,0,,1,706054.9419,0,
109.1082326,5581.81939007151,3509.3982214748,1995.52068766451,-5.08,5.66,5.45,46339.81506,1,294.2913509,0,,1,706054.9419,0,
110.1082326,4714.11611762401,3807.94781646075,2144.78959240559,-5.56,5.47,5.36,44882.67496,1,294.2913509,0,,1,706054.9419,0,
111.1082326,4446.10235351689,3954.83600986179,2701.76525745963,-6.01,5.26,5.25,43425.53485,1,294.2913509,0,,1,706054.9419,0,
112.1082326,4204.75726054816,4153.33529195708,3121.62615486195,-6.41,5.04,5.13,41968.39474,1,294.2913509,0,,0,,0,
113.1082326,3943.1862192723,4075.66410830825,3461.1153128394,-6.77,4.82,4.99,40511.25463,1,294.2913509,0,,0,,0,
114.1082326,3569.47239470364,5255.27377722221,3951.44180150095,-7.07,4.6,4.85,39054.11452,1,294.2913509,0,,0,,0,
115.1082326,2883.57166866093,4945.03085796097,4269.06458458861,-7.33,4.38,4.7,37596.97441,1,294.2913509,0,,0,,0,
116.1082326,2363.13563401417,4977.03776363341,4215.00793042964,-7.54,4.17,4.56,36139.8343,1,294.2913509,0,,0,,0,
117.1082326,2159.08183075151,5914.44787675525,4247.75668658448,-7.71,3.98,4.43,34682.69419,1,294.2913509,1,2817.086221,0,,0,
118.094466,1423.76099150026,6013.17455889241,4389.76807548931,-7.82,3.82,4.3,33240.775,1,294.2913509,1,2817.086221,0,,0,
119.094466,1223.37037149668,5884.47412053219,4797.66035891244,-7.89,3.51,4.06,33240.775,1,294.2913509,1,2817.086221,0,,0,
120.094466,720.657045585734,6207.48246155104,5324.49237722307,-7.94,3.23,3.83,33240.775,1,294.2913509,1,2817.086221,0,,0,
121.094466,349.248638009732,6843.12400593029,5661.89729180322,-7.96,2.96,3.61,33231.915,1,294.2913509,1,2817.086221,0,,0,
122.094466,-201.094191887452,6427.89817524817,5677.69706122057,-7.96,2.71,3.4,33231.915,1,294.2913509,1,2817.086221,0,,0,
123.094466,-840.706975440452,6908.11949797562,5976.65665822121,-7.94,2.47,3.2,33231.915,1,294.2913509,1,2817.086221,0,,0,
124.094466,-1127.11048992965,6898.66580177118,5378.27427386842,-7.91,2.25,3.02,33231.915,1,294.2913509,1,2817.086221,0,,0,
125.094466,-1854.79392451165,7058.65693628579,5999.05993331636,-7.87,2.05,2.84,33231.915,1,294.2913509,1,2817.086221,0,,0,
126.094466,-1831.05453321767,7306.36973970433,6489.42665417639,-7.82,1.86,2.67,33231.915,1,294.2913509,1,2817.086221,0,,0,
127.094466,-2760.82208311283,7490.67055758408,6684.20562384627,-7.76,1.68,2.52,33231.915,1,294.2913509,1,2817.086221,0,,0,
128.094466,-3273.66768614951,7359.16425292578,6549.47731631308,-7.7,1.52,2.37,33231.915,1,294.2913509,1,2817.086221,0,,0,
129.094466,-3459.77575975802,7782.60506763322,6929.4922356842,-7.63,1.37,2.24,33231.915,1,294.2913509,1,2817.086221,0,,0,
130.094466,-3895.98935569749,7209.59737043009,7253.50061251259,-7.56,1.23,2.11,33231.915,1,294.2913509,1,2817.086221,0,,0,
131.094466,-4363.82659918184,8095.35007908431,6994.2171940945,-7.49,1.09,1.99,33231.915,1,294.2913509,1,2817.086221,0,,0,
132.094466,-4990.02754024414,7920.41676627936,7140.7841885168,-7.42,0.969,1.87,33231.915,1,294.2913509,1,2817.086221,0,,0,
